timestamp,database_name,database_type,resource_id,dtu_percent,storage_percent,connection_count,deadlocks,query_duration_avg_ms,cost_usd,environment,region
2026-04-17 10:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,39.81,74.3,76,1,158.21,3.98,Staging,UK South
2026-04-17 09:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,41.45,44.06,66,0,70.95,4.16,Staging,UK South
2026-04-17 08:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,19.09,68.87,31,0,216.14,1.78,Staging,UK South
2026-04-17 07:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,39.48,32.77,19,0,416.82,3.67,Staging,UK South
2026-04-17 06:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,49.91,54.63,95,0,206.45,5.12,Staging,UK South
2026-04-17 05:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,23.33,41.01,83,0,200.15,2.28,Staging,UK South
2026-04-17 04:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,30.59,44.13,87,0,495.07,2.84,Staging,UK South
2026-04-17 03:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,13.93,64.39,63,0,217.92,1.29,Staging,UK South
2026-04-17 02:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,47.29,55.41,56,0,176.27,4.38,Staging,UK South
2026-04-17 01:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,25.43,50.32,67,0,109.54,2.55,Staging,UK South
2026-04-17 00:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,41.78,37.28,82,0,444.27,4.59,Staging,UK South
2026-04-16 23:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,15.72,74.07,32,1,491.67,1.66,Staging,UK South
2026-04-16 22:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,49.17,45.56,17,0,129.94,4.88,Staging,UK South
2026-04-16 21:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,11.8,42.26,86,2,416.14,1.29,Staging,UK South
2026-04-16 20:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,43.48,75.16,14,0,470.71,4.13,Staging,UK South
2026-04-16 19:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,28.65,62.66,69,0,439.69,3.08,Staging,UK South
2026-04-16 18:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,37.1,31.55,12,0,329.86,3.41,Staging,UK South
2026-04-16 17:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,26.04,54.95,16,0,494.91,2.6,Staging,UK South
2026-04-16 16:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,22.51,70.22,58,0,268.23,2.2,Staging,UK South
2026-04-16 15:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,12.03,76.41,9,0,85.33,1.28,Staging,UK South
2026-04-16 14:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,25.6,30.93,23,0,282.9,2.73,Staging,UK South
2026-04-16 13:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,12.63,40.11,42,0,270.65,1.17,Staging,UK South
2026-04-16 12:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,38.83,43.13,40,0,243.41,3.99,Staging,UK South
2026-04-16 11:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,31.69,50.07,45,0,408.35,3.34,Staging,UK South
2026-04-16 10:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,26.22,35.91,14,0,403.0,2.62,Staging,UK South
2026-04-16 09:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,41.81,39.77,15,1,487.78,4.51,Staging,UK South
2026-04-16 08:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,29.97,57.79,31,2,96.01,2.97,Staging,UK South
2026-04-16 07:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,21.85,73.6,92,0,172.68,2.09,Staging,UK South
2026-04-16 06:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,35.64,57.8,17,0,486.45,3.44,Staging,UK South
2026-04-16 05:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,45.45,43.9,91,1,167.23,4.86,Staging,UK South
2026-04-16 04:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,47.84,55.61,20,0,157.46,5.22,Staging,UK South
2026-04-16 03:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,34.78,73.35,77,0,98.55,3.64,Staging,UK South
2026-04-16 02:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,19.25,35.78,33,0,186.69,1.75,Staging,UK South
2026-04-16 01:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,35.26,75.55,66,0,107.95,3.25,Staging,UK South
2026-04-16 00:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,27.27,52.08,71,0,168.47,2.61,Staging,UK South
2026-04-15 23:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,18.14,75.74,21,0,268.48,1.99,Staging,UK South
2026-04-15 22:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,44.93,78.48,40,0,222.54,4.43,Staging,UK South
2026-04-15 21:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,43.23,71.82,86,0,271.23,4.74,Staging,UK South
2026-04-15 20:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,42.88,69.56,8,0,363.05,4.44,Staging,UK South
2026-04-15 19:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,33.39,38.23,66,0,412.33,3.04,Staging,UK South
2026-04-15 18:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,33.66,31.19,59,0,160.88,3.37,Staging,UK South
2026-04-15 17:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,18.26,57.56,53,0,318.45,1.99,Staging,UK South
2026-04-15 16:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,45.71,43.98,70,0,459.51,5.0,Staging,UK South
2026-04-15 15:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,10.8,34.44,76,0,115.08,1.04,Staging,UK South
2026-04-15 14:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,29.99,71.18,35,0,83.74,2.76,Staging,UK South
2026-04-15 13:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,49.79,50.41,62,0,325.9,4.63,Staging,UK South
2026-04-15 12:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,14.67,33.6,35,0,439.61,1.55,Staging,UK South
2026-04-15 11:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,49.21,70.09,58,0,284.59,5.39,Staging,UK South
2026-04-15 10:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,27.13,30.89,13,0,326.5,2.6,Staging,UK South
2026-04-15 09:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,36.06,41.81,75,0,294.16,3.33,Staging,UK South
2026-04-15 08:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,13.5,60.44,99,0,104.6,1.4,Staging,UK South
2026-04-15 07:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,25.69,57.0,27,0,157.06,2.75,Staging,UK South
2026-04-15 06:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,17.61,56.79,85,0,467.82,1.84,Staging,UK South
2026-04-15 05:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,11.3,77.18,89,0,99.99,1.03,Staging,UK South
2026-04-15 04:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,13.6,73.84,19,0,147.22,1.41,Staging,UK South
2026-04-15 03:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,34.45,69.27,20,0,165.04,3.75,Staging,UK South
2026-04-15 02:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,22.27,55.58,92,1,330.88,2.4,Staging,UK South
2026-04-15 01:01:26.661957,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,27.41,62.83,73,0,462.46,2.84,Staging,UK South
2026-04-15 00:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,19.5,74.52,9,0,455.9,1.86,Staging,UK South
2026-04-14 23:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,24.72,64.91,60,0,244.88,2.33,Staging,UK South
2026-04-14 22:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,21.57,57.8,67,0,253.6,1.98,Staging,UK South
2026-04-14 21:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,37.57,52.11,17,0,409.99,3.84,Staging,UK South
2026-04-14 20:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,44.93,50.48,24,0,132.16,4.79,Staging,UK South
2026-04-14 19:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,48.47,44.32,57,0,450.77,4.95,Staging,UK South
2026-04-14 18:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,37.72,72.38,29,0,213.27,4.09,Staging,UK South
2026-04-14 17:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,16.03,77.34,69,0,100.11,1.61,Staging,UK South
2026-04-14 16:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,44.1,39.95,21,0,365.53,4.52,Staging,UK South
2026-04-14 15:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,27.17,39.89,67,0,376.21,2.58,Staging,UK South
2026-04-14 14:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,11.81,61.64,13,0,438.59,1.25,Staging,UK South
2026-04-14 13:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,29.12,78.53,55,2,490.21,2.77,Staging,UK South
2026-04-14 12:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,47.75,52.25,83,0,458.62,4.85,Staging,UK South
2026-04-14 11:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,23.32,69.35,46,0,167.19,2.32,Staging,UK South
2026-04-14 10:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,41.16,54.4,81,0,255.06,3.96,Staging,UK South
2026-04-14 09:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,26.7,70.28,91,0,439.27,2.5,Staging,UK South
2026-04-14 08:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,27.35,63.16,19,0,87.26,2.88,Staging,UK South
2026-04-14 07:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,26.74,52.0,87,2,77.26,2.93,Staging,UK South
2026-04-14 06:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,34.93,59.66,74,2,305.49,3.52,Staging,UK South
2026-04-14 05:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,47.91,40.72,89,0,55.02,4.84,Staging,UK South
2026-04-14 04:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,31.1,66.07,46,0,482.99,2.97,Staging,UK South
2026-04-14 03:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,30.36,47.49,62,0,288.41,3.18,Staging,UK South
2026-04-14 02:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,21.99,74.66,19,0,470.52,2.31,Staging,UK South
2026-04-14 01:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,35.61,67.76,76,0,103.48,3.6,Staging,UK South
2026-04-14 00:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,16.59,43.43,85,0,107.46,1.54,Staging,UK South
2026-04-13 23:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,17.8,57.04,28,0,50.56,1.62,Staging,UK South
2026-04-13 22:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,48.99,36.12,63,0,173.71,5.01,Staging,UK South
2026-04-13 21:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,48.81,64.77,24,0,372.83,4.83,Staging,UK South
2026-04-13 20:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,39.55,54.43,17,0,407.22,4.02,Staging,UK South
2026-04-13 19:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,32.22,78.68,30,1,149.71,3.09,Staging,UK South
2026-04-13 18:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,13.95,45.08,44,0,423.2,1.3,Staging,UK South
2026-04-13 17:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,21.36,32.42,96,0,439.29,2.09,Staging,UK South
2026-04-13 16:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,49.92,72.54,59,0,199.76,4.89,Staging,UK South
2026-04-13 15:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,13.36,54.62,34,0,142.3,1.43,Staging,UK South
2026-04-13 14:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,13.51,62.55,31,0,80.22,1.28,Staging,UK South
2026-04-13 13:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,48.72,66.85,17,0,289.51,4.64,Staging,UK South
2026-04-13 12:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,47.09,35.27,52,0,395.25,5.14,Staging,UK South
2026-04-13 11:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,17.91,51.94,66,0,282.6,1.89,Staging,UK South
2026-04-13 10:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,44.47,56.07,72,0,175.25,4.48,Staging,UK South
2026-04-13 09:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,18.91,31.01,53,1,80.39,2.07,Staging,UK South
2026-04-13 08:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,39.41,36.52,47,0,166.44,3.66,Staging,UK South
2026-04-13 07:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,13.98,51.29,28,1,375.25,1.42,Staging,UK South
2026-04-13 06:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,38.67,39.96,28,0,191.8,3.69,Staging,UK South
2026-04-13 05:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,40.15,55.34,27,0,389.97,4.41,Staging,UK South
2026-04-13 04:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,18.25,49.75,64,0,470.53,1.67,Staging,UK South
2026-04-13 03:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,15.05,70.37,60,0,327.0,1.49,Staging,UK South
2026-04-13 02:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,30.38,75.48,27,0,194.0,2.92,Staging,UK South
2026-04-13 01:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,48.91,32.85,35,0,338.5,4.7,Staging,UK South
2026-04-13 00:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,31.83,53.63,20,0,237.43,3.36,Staging,UK South
2026-04-12 23:01:26.669311,sqldb-stag-hr-20,SQL,/subscriptions/sub-1061/resourceGroups/rg-hr-staging-uksouth/providers/Microsoft.Compute/SQLDatabase/sqldb-stag-hr-20,28.16,40.15,51,0,121.36,2.95,Staging,UK South
